,county,dem_votes,precinct,rep_votes,total,prop
2130,MONROE,168,PROCTORS,438,606,0.722772277228
1657,GWINNETT,1024,DUNCANS D,2670,3694,0.722793719545
2638,WHITFIELD,315,FI,822,1137,0.722955145119
1967,JOHNSON,152,Bray,397,549,0.723132969035
359,CHEROKEE,491,AIR ACRES,1284,1775,0.72338028169
2208,OCONEE,125,Farmington,327,452,0.723451327434
2569,WALTON,714,Social Circle,1872,2586,0.723897911833
1069,EFFINGHAM,427,3D,1124,1551,0.72469374597
37,BALDWIN,614,North Baldwin,1623,2237,0.725525257041
2459,TELFAIR,116,Jacksonville,307,423,0.725768321513
2319,RICHMOND,273,303,725,998,0.726452905812
292,CHATHAM,383,4-06 First Baptist Church,1019,1402,0.726818830243
1147,FAYETTE,642,RISING STAR,1709,2351,0.726924712888
697,COLUMBIA,347,Genesis Church,926,1273,0.72741555381
150,BULLOCH,444,Emit,1190,1634,0.728274173807
2603,WASHINGTON,101,DEEPSTEP,271,372,0.728494623656
1915,HOUSTON,893,VHS,2398,3291,0.728653904588
94,BERRIEN,196,Alapaha,527,723,0.728907330567
89,BEN HILL,984,West,2646,3630,0.728925619835
1938,JACKSON,255,Attica,689,944,0.729872881356
221,CARROLL,702,V R COUNTY NORTH (641),1897,2599,0.72989611389
573,COBB,372,Marietta 4A,1008,1380,0.730434782609
380,CHEROKEE,758,KELLOGG,2058,2816,0.730823863636
1782,HALL,838,01-Wilson,2278,3116,0.731065468549
2213,OCONEE,412,Bogart,1120,1532,0.731070496084
1779,HABERSHAM,114,City of Baldwin,310,424,0.731132075472
86,BARTOW,734,CASSVILLE,1999,2733,0.731430662276
346,CHATTOOGA,58,CLOUDLAND,158,216,0.731481481481
2161,MUSCOGEE,514,WYNNBROOK,1402,1916,0.731732776618
675,COLUMBIA,256,G A Apostolic Church,699,955,0.731937172775
147,BRYAN,508,HWY 144 East,1389,1897,0.732208750659
647,COLQUITT,38,Crosland,104,142,0.732394366197
65,BARROW,466,11 Apalachee High School,1277,1743,0.732644865175
2235,PEACH,442,BYRON #1,1212,1654,0.73276904474
2100,MERIWETHER,66,GAY,181,247,0.732793522267
2636,WHITFIELD,500,DG,1372,1872,0.732905982906
217,CARROLL,632,FAIRFIELD (1540),1740,2372,0.733558178752
1747,GWINNETT,765,DUNCANS B,2114,2879,0.734282737061
1166,FLOYD,127,RIVERSIDE,351,478,0.734309623431
353,CHATTOOGA,758,SUMMERVILLE,2097,2855,0.734500875657
365,CHEROKEE,699,BOOTH,1943,2642,0.735427706283
1858,HEARD,305,FRANKLIN,848,1153,0.735472679965
2525,TROUP,302,GRAY HILL,843,1145,0.736244541485
1791,HALL,796,10-Candler,2225,3021,0.736511089043
1577,GLYNN,474,C B Greer School,1327,1801,0.736812881732
215,CARROLL,180,BOWDON JUNCTION (1496),504,684,0.736842105263
535,COBB,557,Ford 01,1562,2119,0.737140160453
686,COLUMBIA,395,Christ Sanctified,1108,1503,0.737192282102
294,CHATHAM,472,4-08 Wilmington Island Pr,1325,1797,0.73734001113
1566,GLYNN,466,Marshes of Glynn,1309,1775,0.737464788732
549,COBB,335,Kemp 01,943,1278,0.737871674491
2090,MCINTOSH,358,South Newport,1009,1367,0.73811265545
209,CARROLL,577,SANDHILL (1122),1631,2208,0.738677536232
1431,FULTON,244,ML023,692,936,0.739316239316
2015,LEE,492,Century Fire Station,1396,1888,0.739406779661
1859,HEARD,96,SOUTHWEST,273,369,0.739837398374
704,COLUMBIA,409,West Acres Baptist,1167,1576,0.740482233503
2354,RICHMOND,75,801B,214,289,0.740484429066
261,CHATHAM,199,1-10 Saint Thomas Episcopal Church,568,767,0.740547588005
363,CHEROKEE,664,BASCOMB,1898,2562,0.740827478532
1592,GORDON,1133,CALHOUN CITY,3244,4377,0.741146904272
520,COBB,718,Durham 01,2056,2774,0.741167988464
1569,GLYNN,612,Christian Renewal,1754,2366,0.741335587489
1977,JONES,30,SANDERS,86,116,0.741379310345
373,CHEROKEE,490,DEER RUN,1405,1895,0.741424802111
204,CAMDEN,527,West Saint Marys,1515,2042,0.741919686582
540,COBB,491,Harrison 01,1412,1903,0.741986337362
738,COWETA,305,EXPO CENTER,878,1183,0.742180896027
1836,HARRIS,701,ELLERSLIE,2021,2722,0.742468772961
2450,TATTNALL,43,Manassas,124,167,0.74251497006
739,COWETA,752,WHITE OAK,2170,2922,0.74264202601
2627,WHITE,257,Nacoochee,743,1000,0.743
1050,EARLY,107,Cuba,310,417,0.743405275779
1126,FAYETTE,615,WHITEWATER,1786,2401,0.743856726364
2209,OCONEE,319,Bishop,930,1249,0.744595676541
2548,UPSON,222,YATESVILLE,649,871,0.745120551091
136,BROOKS,85,Pavo,249,334,0.745508982036
2142,MORGAN,459,Central Morgan,1345,1804,0.7455654102
2060,MADISON,465,Colbert,1363,1828,0.745623632385
2121,MONROE,107,CABANISS,315,422,0.74644549763
2002,LAURENS,315,Rural Fire Sta #17,928,1243,0.746580852776
2643,WHITFIELD,691,PG,2036,2727,0.746607994133
146,BRYAN,595,Keller,1757,2352,0.747023809524
2473,THOMAS,136,Coolidge,403,539,0.747680890538
265,CHATHAM,447,1-16 Ferguson Ave Baptist,1326,1773,0.747884940778
1962,JENKINS,151,Perkins,448,599,0.747913188648
640,COFFEE,371,Broxton,1102,1473,0.748133061779
67,BARROW,329,13 Winder Community Center,978,1307,0.748278500383
1048,EARLY,40,Colomokee,119,159,0.748427672956
2502,TOOMBS,488,15361 Lyons,1453,1941,0.748583204534
2223,PAULDING,971,MOSES MIDDLE SCHOOL,2893,3864,0.748706004141
1575,GLYNN,259,SE Baptist Bldg,772,1031,0.748787584869
1846,HARRIS,228,WHITESVILLE,680,908,0.748898678414
2572,WALTON,551,Loganville South,1646,2197,0.749203459263
2664,WILKES,95,Metasville Fire Station,284,379,0.749340369393
1787,HALL,476,06-Flowery Branch II,1426,1902,0.749737118822
1096,EMANUEL,54,Nunez,162,216,0.75
196,CAMDEN,361,West Kingsland,1088,1449,0.750862663906
2210,OCONEE,320,High Shoals,965,1285,0.750972762646
1608,GRADY,180,Whigham,543,723,0.751037344398
639,COFFEE,50,Bridgetown,151,201,0.751243781095
2187,NEWTON,500,Brewers,1511,2011,0.751367478866
2012,LEE,629,First Baptist,1901,2530,0.751383399209
1988,LANIER,84,Westside,254,338,0.751479289941
2106,MILLER,622,Colquitt-Miller,1888,2510,0.75219123506
1630,GWINNETT,496,DUNCANS C,1506,2002,0.752247752248
2218,OGLETHORPE,483,Beaverdam,1468,1951,0.752434648898
1570,GLYNN,449,Oglethorpe Point,1366,1815,0.75261707989
1184,FORSYTH,2803,10 Midway-7,8548,11351,0.753061404282
2026,LIBERTY,400,Fleming East,1220,1620,0.753086419753
706,COLUMBIA,451,Wesley Methodist,1376,1827,0.753147235906
1436,FULTON,17,ML04C,52,69,0.753623188406
1430,FULTON,33,ML022,101,134,0.753731343284
2351,RICHMOND,49,708,150,199,0.753768844221
2498,TIFT,474,Tifton Northwest,1453,1927,0.754021795537
2138,MONTGOMERY,148,Uvalda,454,602,0.75415282392
695,COLUMBIA,289,Stevens Creek Elem,887,1176,0.75425170068
2430,SUMTER,71,AndersonV,218,289,0.754325259516
2414,SPALDING,235,SUNNYSIDE METHODI,722,957,0.754440961338
1925,JACKSON,345,North Minish,1061,1406,0.754623044097
2419,SPALDING,405,FIRST ASSEMBLY,1247,1652,0.754842615012
2042,LONG,93,Faith Baptist Annex,288,381,0.755905511811
1978,JONES,392,FINNEY,1214,1606,0.755915317559
1182,FORSYTH,438,07 Cumming,1358,1796,0.756124721604
555,COBB,680,Lost Mountain 02,2112,2792,0.756446991404
984,DODGE,116,Pondtown,361,477,0.756813417191
59,BARROW,645,05 Fire Station 1 (Statham),2008,2653,0.7568790049
157,BULLOCH,290,Blitch,903,1193,0.75691533948
708,COLUMBIA,441,Christ Church,1380,1821,0.757825370675
2476,THOMAS,237,Fire Station 2,742,979,0.757916241062
1567,GLYNN,380,Satilla Marsh School,1190,1570,0.757961783439
2225,PAULDING,1350,MT TABOR PARK,4229,5579,0.758021150744
2513,TROUP,572,HOLLIS HAND,1792,2364,0.758037225042
691,COLUMBIA,274,Westside Bapt Church,859,1133,0.758164165931
1898,HENRY,311,TIMBERRIDGE,980,1291,0.759101471727
2616,WAYNE,275,Unity,869,1144,0.759615384615
1790,HALL,652,09-Morgan II,2062,2714,0.759764185704
1812,HALL,364,31-Friendship IV,1153,1517,0.760052735662
2394,SCREVEN,53,Jackson Fire Station,168,221,0.760180995475
2192,NEWTON,653,Gum Creek,2071,2724,0.760279001468
206,CANDLER,403,Candler-1736,1280,1683,0.7605466429
1153,FLOYD,223,CAVE SPRING,709,932,0.760729613734
1928,JACKSON,273,Redstone,868,1141,0.760736196319
1576,GLYNN,395,Career Academy,1256,1651,0.760751059964
376,CHEROKEE,816,HICKORY FLAT,2599,3415,0.761054172767
1429,FULTON,290,ML021,924,1214,0.761120263591
599,COBB,501,Pine Mountain 02,1597,2098,0.761201143947
2523,TROUP,499,LONG CANE,1591,2090,0.761244019139
393,CHEROKEE,911,TOONIGH,2911,3822,0.761643118786
1946,JEFF DAVIS,91,Blackburn 1,291,382,0.761780104712
775,DECATUR,132,Brinson,423,555,0.762162162162
687,COLUMBIA,256,Blanchard Park,821,1077,0.762302692665
551,COBB,633,Kemp 03,2032,2665,0.762476547842
1969,JONES,405,GRAY,1302,1707,0.762741652021
1171,FLOYD,96,VANNS VALLEY,309,405,0.762962962963
1904,HOUSTON,251,HAFS,810,1061,0.76343072573
774,DECATUR,154,Climax,497,651,0.763440860215
981,DODGE,56,Mitchell,181,237,0.763713080169
678,COLUMBIA,208,Eubank/Blanchard Center,673,881,0.763904653802
668,COLUMBIA,185,Harlem Middle School-12,600,785,0.764331210191
2276,POLK,772,ROCKMART,2506,3278,0.764490543014
1086,ELBERT,65,Webbsboro,211,276,0.764492753623
665,COLUMBIA,207,Woodlawn Baptist Church,672,879,0.764505119454
2408,SPALDING,267,BOY SCOUTS HDQTRS,867,1134,0.76455026455
1432,FULTON,16,ML024,52,68,0.764705882353
2188,NEWTON,394,Brick Store,1282,1676,0.76491646778
2010,LEE,458,Leesburg,1491,1949,0.765007696254
60,BARROW,278,06 Winder Barrow High School,908,1186,0.765598650927
1053,EARLY,45,Hilton,147,192,0.765625
145,BRYAN,439,J.F. Gregory Park,1435,1874,0.765741728922
1198,FRANKLIN,294,Lavonia,963,1257,0.766109785203
2270,PIKE,310,Zebulon,1016,1326,0.766214177979
1923,IRWIN,36,Holt,118,154,0.766233766234
1991,LAURENS,551,Fire Dept Sta #5,1809,2360,0.766525423729
1894,HENRY,483,MT. BETHEL,1592,2075,0.767228915663
388,CHEROKEE,583,ROSECREEK,1922,2505,0.767265469062
2531,TWIGGS,200,DRY BRANCH,660,860,0.767441860465
1109,FANNIN,50,SKENIAH,165,215,0.767441860465
982,DODGE,70,Mullis,231,301,0.767441860465
1162,FLOYD,483,EAST LINDALE,1594,2077,0.767453057294
18,BACON,476,Douglas,1571,2047,0.767464582316
725,COWETA,586,FISCHER ROAD,1940,2526,0.76801266825
2483,THOMAS,294,New Covenant,979,1273,0.769049489395
1983,LAMAR,403,L C S C,1342,1745,0.769054441261
140,BRYAN,299,Danielsiding,1000,1299,0.769822940724
1150,FLOYD,441,ALTO PARK,1477,1918,0.770072992701
2207,OCONEE,204,Antioch,685,889,0.770528683915
1871,HENRY,493,MCMULLEN,1657,2150,0.770697674419
1926,JACKSON,576,South Jefferson,1939,2515,0.77097415507
111,BIBB,101,HOWARD 2 - 02,340,441,0.770975056689
133,BROOKS,51,Barwick,172,223,0.77130044843
2617,WAYNE,206,Rec Center,696,902,0.771618625277
1076,EFFINGHAM,219,5C,740,959,0.771637122002
2624,WHITE,78,Helen,264,342,0.771929824561
2031,LINCOLN,223,Lincoln Center,756,979,0.772216547497
768,DAWSON,363,West,1232,1595,0.772413793103
1920,IRWIN,38,Osierfield,129,167,0.77245508982
128,BLECKLEY,1094,FAIRGROUND,3717,4811,0.77260444814
2470,THOMAS,97,Barwick,330,427,0.772833723653
773,DECATUR,77,Kendrick,262,339,0.772861356932
2145,MORGAN,375,North Morgan,1276,1651,0.772864930345
208,CARROLL,365,BOWDON (1111),1243,1608,0.773009950249
702,COLUMBIA,282,Gold Cross EMS,962,1244,0.773311897106
2233,PAULDING,1054,NEBO ELEMENTARY SCH,3603,4657,0.773674039081
1951,JEFF DAVIS,64,Ocmulgee 2,219,283,0.773851590106
2122,MONROE,104,COX,356,460,0.773913043478
2449,TATTNALL,191,Collins,655,846,0.774231678487
2140,MORGAN,298,East Morgan,1022,1320,0.774242424242
2497,TIFT,161,Ty Ty,554,715,0.774825174825
234,CARROLL,310,OLD CAMP CHURCH (714BW),1067,1377,0.774872912128
714,COOK,165,Lenox,568,733,0.774897680764
159,BULLOCH,371,Brooklet,1278,1649,0.775015160703
378,CHEROKEE,498,HILLSIDE,1722,2220,0.775675675676
2241,PEACH,192,POWERSVILLE,665,857,0.775962660443
2558,WALKER,669,ROSSVILLE,2318,2987,0.776029460998
581,COBB,472,Mars Hill 01,1638,2110,0.776303317536
1972,JONES,331,CLINTON,1155,1486,0.777254374159
1066,EFFINGHAM,162,3A,566,728,0.777472527473
2211,OCONEE,170,North Oconee,594,764,0.777486910995
2392,SCREVEN,121,Greenhill Church,423,544,0.777573529412
985,DODGE,125,Rawlins,438,563,0.777975133215
972,DODGE,57,Chauncey,200,257,0.778210116732
2463,TELFAIR,45,Scotland,158,203,0.778325123153
730,COWETA,387,PANTHER CREEK,1360,1747,0.778477389811
1188,FORSYTH,1275,16 Otwell-7,4481,5756,0.778492008339
2404,SPALDING,180,THIRD WARD,634,814,0.77886977887
641,COFFEE,225,Nicholls,795,1020,0.779411764706
360,CHEROKEE,617,ARNOLD MILL,2183,2800,0.779642857143
1940,JASPER,229,WYATT,811,1040,0.779807692308
1872,HENRY,465,EAST LAKE,1647,2112,0.779829545455
1078,ELBERT,94,Longstreet,333,427,0.779859484778
385,CHEROKEE,458,OAK GROVE,1624,2082,0.780019212296
1553,GILMER,129,CHERRY LOG,458,587,0.780238500852
246,CATOOSA,657,WESTSIDE,2334,2991,0.780341023069
1065,EFFINGHAM,462,2C,1642,2104,0.780418250951
397,CHEROKEE,352,WALESKA,1259,1611,0.781502172564
2080,MCDUFFIE,253,Dearing UMC,905,1158,0.781519861831
682,COLUMBIA,387,Greenbrier High,1392,1779,0.782462057336
1183,FORSYTH,1173,08 Mashburn,4224,5397,0.782657031684
2628,WHITE,48,Robertstown,173,221,0.782805429864
767,DADE,226,NORTH DADE,815,1041,0.782901056676
657,COLQUITT,278,Norman Park,1006,1284,0.783489096573
390,CHEROKEE,428,SIXES,1550,1978,0.783619817998
384,CHEROKEE,432,MOUNTAIN ROAD,1565,1997,0.78367551327
719,COWETA,716,SENOIA,2596,3312,0.783816425121
241,CATOOSA,486,FORT OGLETHORPE,1764,2250,0.784
1125,FAYETTE,524,STARRSMILL,1902,2426,0.784006595218
2076,MARION,100,Ft. Perry,363,463,0.784017278618
2112,MITCHELL,49,Hopeful,178,227,0.784140969163
162,BULLOCH,140,Nevils,509,649,0.784283513097
1785,HALL,534,04-Oakwood II,1945,2479,0.78459056071
1068,EFFINGHAM,226,3C,824,1050,0.784761904762
2125,MONROE,240,EVERS,876,1116,0.784946236559
184,BUTTS,497,TOWALIGA,1816,2313,0.785127539991
1927,JACKSON,456,South Minish,1671,2127,0.785613540197
55,BARROW,365,01 Bethlehem Community Center,1339,1704,0.785798122066
1200,FRANKLIN,251,Royston,921,1172,0.785836177474
2383,SCHLEY,401,Precinct One,1472,1873,0.785904965296
367,CHEROKEE,707,BRIDGEMILL,2596,3303,0.785952164699
1809,HALL,1107,28-Friendship I,4065,5172,0.78596287703
2542,UNION,86,Suches,316,402,0.786069651741
1085,ELBERT,208,Goshen,766,974,0.786447638604
2496,TIFT,89,Omega,328,417,0.786570743405
235,CARROLL,191,OAK GROVE (715),704,895,0.786592178771
2507,TOWNS,462,Young Harris,1703,2165,0.786605080831
392,CHEROKEE,939,TEASLEY,3463,4402,0.78668786915
1064,EFFINGHAM,356,2B,1334,1690,0.789349112426
1937,JACKSON,124,Center,465,589,0.789473684211
1603,GRADY,177,Midway,664,841,0.78953626635
72,BARTOW,432,ALLATOONA,1623,2055,0.789781021898
2263,PIKE,183,Concord,689,872,0.790137614679
2014,LEE,321,Sovereign Grace,1212,1533,0.79060665362
1160,FLOYD,381,GLENWOOD,1442,1823,0.791003839824
2561,WALKER,307,FAIRVIEW,1162,1469,0.791014295439
1023,DOUGLAS,636,DAY STAR,2410,3046,0.791201575837
2117,MITCHELL,52,Sale City,198,250,0.792
1611,GREENE,110,Greshamville,420,530,0.792452830189
243,CATOOSA,372,LAKEVIEW,1421,1793,0.792526491913
692,COLUMBIA,156,Trinity Bapt Church,596,752,0.792553191489
2547,UPSON,1034,REDBONE,3956,4990,0.792785571142
2522,TROUP,468,MCLENDON,1791,2259,0.792828685259
1839,HARRIS,346,LOWER 19TH,1326,1672,0.793062200957
2141,MORGAN,112,Beth/Springfield,430,542,0.793357933579
1811,HALL,542,30-Friendship III,2081,2623,0.79336637438
1835,HARRIS,378,CATAULA,1454,1832,0.793668122271
2403,SPALDING,192,SENIOR CENTER,740,932,0.793991416309
1997,LAURENS,203,Brewton,783,986,0.794117647059
2074,MARION,49,Tazewell,189,238,0.794117647059
245,CATOOSA,883,RINGGOLD,3412,4295,0.794412107101
1177,FORSYTH,544,03 Browns Bridge-7,2107,2651,0.794794417201
1420,FULTON,35,JC13B,136,171,0.795321637427
81,BARTOW,648,MISSION ROAD,2519,3167,0.795389958952
2407,SPALDING,227,FIRST METHODIST,883,1110,0.795495495495
1072,EFFINGHAM,110,4B-12,429,539,0.795918367347
2689,WORTH,134,Red Rock,523,657,0.79604261796
57,BARROW,337,03 Bramlett Elementary School,1317,1654,0.796251511487
712,COOK,279,Delle Beamguard,1092,1371,0.796498905908
2556,WALKER,721,CHATTANOOGA VALLEY,2825,3546,0.796672306825
63,BARROW,417,09 Lions Club,1634,2051,0.796684544125
2118,MONROE,322,BENTONS,1262,1584,0.796717171717
1589,GORDON,80,OOSTANAULA,314,394,0.796954314721
396,CHEROKEE,366,VICTORIA,1438,1804,0.79711751663
214,CARROLL,419,CLEM (1483),1647,2066,0.797192642788
58,BARROW,284,04 Westside Middle School,1117,1401,0.797287651677
142,BRYAN,282,Black Creek,1111,1393,0.797559224695
1994,LAURENS,54,Burch,213,267,0.797752808989
2661,WILCOX,145,Abbeville South 5,572,717,0.797768479777
1134,FAYETTE,278,BRAELINN,1097,1375,0.797818181818
78,BARTOW,420,EUHARLEE,1659,2079,0.79797979798
2399,SEMINOLE,143,Precinct 4,565,708,0.79802259887
398,CHEROKEE,387,WILDCAT,1530,1917,0.798122065728
1986,LANIER,55,Sirmans,218,273,0.798534798535
2255,PIERCE,375,Hacklebarney/Cason,1491,1866,0.799035369775
220,CARROLL,297,V R COUNTY SOUTH (640),1182,1479,0.799188640974
1801,HALL,539,20-West Whelchel,2147,2686,0.799329858526
1155,FLOYD,613,ETOWAH,2442,3055,0.799345335516
2053,LOWNDES,419,S Lowndes,1670,2089,0.79942556247
75,BARTOW,613,BEAVERS DRIVE,2446,3059,0.79960771494
195,CAMDEN,228,Harrietts Bluff,910,1138,0.799648506151
2194,NEWTON,266,Leguinn,1064,1330,0.8
1080,ELBERT,51,Petersburg,204,255,0.8
1793,HALL,374,12-Glade,1499,1873,0.800320341698
2611,WAYNE,275,Altamaha,1106,1381,0.800868935554
2544,UNION,187,Dooley,753,940,0.801063829787
2104,MERIWETHER,66,RALEIGH,266,332,0.801204819277
980,DODGE,42,Milan,170,212,0.801886792453
2196,NEWTON,105,Newborn,425,530,0.801886792453
732,COWETA,498,TURIN,2016,2514,0.801909307876
1094,EMANUEL,83,Canoochee,336,419,0.801909307876
744,COWETA,661,THOMAS CROSSROADS,2677,3338,0.801977231875
1049,EARLY,37,Cedar Springs,150,187,0.802139037433
1070,EFFINGHAM,353,4A,1432,1785,0.802240896359
2477,THOMAS,259,Gatlin Creek,1051,1310,0.802290076336
1087,ELBERT,123,Centerville,501,624,0.802884615385
2144,MORGAN,326,West Morgan,1330,1656,0.803140096618
2212,OCONEE,369,Dark Corner,1510,1879,0.803618946248
1079,ELBERT,102,Eliam,418,520,0.803846153846
2685,WORTH,162,Sylver East,664,826,0.80387409201
765,DADE,131,WEST BROW,537,668,0.803892215569
1788,HALL,644,07-Roberts,2643,3287,0.804076665653
729,COWETA,379,WELCOME,1557,1936,0.80423553719
2649,WHITFIELD,312,WS,1282,1594,0.804265997491
1848,HART,205,Goldmine,843,1048,0.804389312977
1025,DOUGLAS,514,EPHESUS BAPTIST CHUR,2119,2633,0.804785415875
1173,FLOYD,300,WEST LINDALE,1237,1537,0.804814573845
1565,GLYNN,463,Sterling Elem School,1910,2373,0.804888327012
366,CHEROKEE,557,BRADSHAW,2306,2863,0.805448829899
2519,TROUP,398,EAST VERNON,1648,2046,0.805474095797
726,COWETA,654,CEDAR CREEK,2711,3365,0.805646359584
1998,LAURENS,151,Dudley,626,777,0.805662805663
2551,WALKER,630,LAFAYETTE,2612,3242,0.805675508945
772,DECATUR,87,Recovery,361,448,0.805803571429
489,CLINCH,39,Argyle,162,201,0.805970149254
1180,FORSYTH,666,05 Coal Mountain,2770,3436,0.806169965076
2252,PICKENS,246,JASPER,1024,1270,0.806299212598
2321,RICHMOND,64,305,267,331,0.80664652568
2221,PAULDING,1300,SAMMY MCCLURE MID SC,5441,6741,0.80715027444
2422,STEPHENS,1835,Senior Center,7682,9517,0.807187138804
379,CHEROKEE,292,HOLLY SPRINGS,1224,1516,0.807387862797
2486,THOMAS,83,Pavo,348,431,0.807424593968
2228,PAULDING,724,SARA RAGSDALE ELM SC,3036,3760,0.807446808511
56,BARROW,423,02 Bethabra Baptist Church,1775,2198,0.807552320291
1384,FULTON,49,CH05,206,255,0.807843137255
1786,HALL,444,05-Flowery Branch I,1868,2312,0.807958477509
762,DADE,140,NEW SALEM,590,730,0.808219178082
2243,PICKENS,340,SHARPTOP,1434,1774,0.808342728298
745,COWETA,206,COWETA CENTRAL LIBRARY,869,1075,0.808372093023
2557,WALKER,161,KENSINGTON,683,844,0.809241706161
12,APPLING,79,5B,336,415,0.809638554217
2663,WILKES,161,Young Farmer's Bldg,685,846,0.809692671395
2041,LONG,31,Alma Flournoy,132,163,0.80981595092
141,BRYAN,199,Ellabell,848,1047,0.809933142311
645,COLQUITT,147,Autreyville,627,774,0.81007751938
2124,MONROE,113,DILLARDS,482,595,0.810084033613
135,BROOKS,234,Briggs,1001,1235,0.810526315789
2114,MITCHELL,140,Lester,599,739,0.810554803789
705,COLUMBIA,107,Journey Comm. Church,458,565,0.810619469027
1948,JEFF DAVIS,106,Whitehead 1,454,560,0.810714285714
2555,WALKER,132,MOUNTAIN,566,698,0.810888252149
2131,MONROE,52,RUSSELLVILLE,223,275,0.810909090909
2070,MADISON,231,Pittman,992,1223,0.811120196239
160,BULLOCH,192,Stilson,827,1019,0.811579980373
1776,HABERSHAM,610,Habersham South,2630,3240,0.811728395062
2412,SPALDING,177,LIBERTY,766,943,0.81230116649
2648,WHITFIELD,581,VA,2520,3101,0.812641083521
2054,LUMPKIN,2216,Dahlonega,9613,11829,0.812663792375
2043,LOWNDES,553,Hahira,2400,2953,0.812732814087
1616,GREENE,232,Walker,1007,1239,0.812752219532
2540,UNION,190,Owltown,825,1015,0.812807881773
6,APPLING,154,3C,670,824,0.813106796117
2286,RABUN,1443,Rabun,6287,7730,0.813324708926
1982,LAMAR,75,REDBONE,327,402,0.813432835821
238,CATOOSA,660,BOYNTON,2880,3540,0.813559322034
1617,GREENE,546,Old Salem,2385,2931,0.813715455476
2266,PIKE,176,Molena,769,945,0.813756613757
213,CARROLL,149,BURWELL (1371),652,801,0.813982521848
2447,TATTNALL,78,Cobbtown,342,420,0.814285714286
1591,GORDON,589,GORDON COUNTY,2585,3174,0.814429741651
2007,LEE,554,Redbone,2432,2986,0.81446751507
2568,WALTON,535,Loganville North,2350,2885,0.814558058925
638,COFFEE,229,Ambrose,1006,1235,0.814574898785
2134,MONTGOMERY,157,Higgston,690,847,0.814639905549
1107,FANNIN,223,MORGANTON,981,1204,0.814784053156
62,BARROW,328,08 First Baptist Church Winder,1444,1772,0.814898419865
242,CATOOSA,442,GRAYSVILLE,1949,2391,0.815140108741
1851,HART,144,Bowersville,637,781,0.81562099872
66,BARROW,287,12 Midway United Methodist Church,1272,1559,0.815907633098
2237,PEACH,99,CLAUDE,442,541,0.817005545287
1111,FANNIN,349,TOCCOA,1564,1913,0.817564035546
741,COWETA,441,CANNONGATE,1981,2422,0.817919075145
223,CARROLL,372,TEMPLE COUNTY (649),1672,2044,0.818003913894
1186,FORSYTH,4,15 Heardsville-7,18,22,0.818181818182
2510,TOWNS,394,Hiawassee,1773,2167,0.818181818182
2670,WILKINSON,22,Griffin,99,121,0.818181818182
87,BARTOW,146,WOODLAND HIGH,658,804,0.818407960199
1850,HART,324,Reed Creek,1461,1785,0.818487394958
1127,FAYETTE,312,WOOLSEY,1410,1722,0.81881533101
724,COWETA,520,SHARPSBURG,2350,2870,0.81881533101
2671,WILKINSON,21,High Hill,95,116,0.818965517241
1548,GILMER,302,ELLIJAY SOUTH,1371,1673,0.819485953377
2120,MONROE,292,BURGAYS,1328,1620,0.81975308642
2546,UNION,224,Pat Colwell,1020,1244,0.819935691318
2644,WHITFIELD,383,TH,1747,2130,0.820187793427
2108,MITCHELL,71,Branchville,324,395,0.820253164557
2185,NEWTON,46,Alcovy-10,210,256,0.8203125
1862,HENRY,491,SANDY RIDGE,2246,2737,0.820606503471
1074,EFFINGHAM,283,5A,1296,1579,0.820772640912
1061,EFFINGHAM,139,1C,637,776,0.82087628866
667,COLUMBIA,63,Harlem Middle School-10,289,352,0.821022727273
2687,WORTH,91,Sumner,418,509,0.821218074656
2607,WAYNE,155,Screven,712,867,0.82122260669
2566,WALTON,527,Between,2427,2954,0.821597833446
2586,WARE,408,300,1879,2287,0.821600349803
1100,FANNIN,122,COLWELL,562,684,0.821637426901
1560,GILMER,205,ELLIJAY NORTHEAST,949,1154,0.822357019064
1984,LAMAR,404,MILNER,1878,2282,0.82296231376
2222,PAULDING,267,NORTHSIDE ELEM SCH,1242,1509,0.823061630219
68,BARROW,124,14 Cedar Creek Baptist Church,577,701,0.823109843081
2686,WORTH,93,Poulan,434,527,0.823529411765
1799,HALL,371,18-Fork,1732,2103,0.823585354256
1056,EARLY,28,Urquhart,131,159,0.823899371069
1781,HABERSHAM,174,Amys Creek,815,989,0.82406471183
383,CHEROKEE,520,MACEDONIA,2437,2957,0.824146094014
1810,HALL,330,29-Friendship II,1547,1877,0.824187533298
2543,UNION,132,Trackrock,619,751,0.824234354194
1165,FLOYD,168,NORTH CAROLINA,789,957,0.824451410658
2635,WHITFIELD,137,CO,644,781,0.824583866837
1108,FANNIN,94,NOONTOOTLA,442,536,0.824626865672
355,CHATTOOGA,96,DIRTTOWN,453,549,0.825136612022
2242,PICKENS,365,YELLOW CREEK,1725,2090,0.825358851675
394,CHEROKEE,436,UNION HILL,2062,2498,0.825460368295
1800,HALL,468,19-Whelchel,2214,2682,0.825503355705
351,CHATTOOGA,94,LYERLY,445,539,0.82560296846
761,DADE,94,SOUTH DADE,445,539,0.82560296846
1992,LAURENS,143,Bailey,679,822,0.82603406326
77,BARTOW,289,EMERSON,1379,1668,0.826738609113
2011,LEE,130,Friendship Bapt,622,752,0.827127659574
715,COOK,93,Massee,445,538,0.827137546468
1559,GILMER,152,BIG CREEK,728,880,0.827272727273
2035,LINCOLN,142,Martins Crossroad,682,824,0.827669902913
